	S0701	S0702	S0703	S0704	S0705	S0706	S0707	S0708	S0709	S0710	S0711	S0712	S0713	S0714	S0715	S0716	S0717	S0718	S0719	S0720	S0721	S0722	S0723	S0724	S0725	S0726	S0727	S0728	S0729	S0730	S0731	S0732
OTU1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU100	453	542	655	726	954	734	574	1035	499	839	478	626	1612	990	646	894	470	955	868	886	594	1126	463	421	466	631	385	240	593	508	654	849
OTU1000	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU1001	0	0	0	1	12	8	6	15	18	5	0	5	3	18	73	36	11	47	11	20	132	8	12	0	1	0	0	9	0	104	8	14
OTU1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	8	0	0	0	0	0	0	0	0
OTU1003	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1004	0	2	1	0	0	1	3	1	3	2	3	0	1	0	2	0	5	1	0	1	0	0	6	0	9	3	0	1	0	1	0	3
OTU1005	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1006	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1007	1	0	1	0	0	0	8	0	8	0	1	0	0	1	0	0	8	4	3	1	0	0	1	0	0	1	6	2	2	1	7	7
OTU101	0	0	0	1	0	0	0	8	0	0	0	12	0	0	117	0	2	0	6	4	12	3	0	3	0	1	1	3	0	2	1	1
OTU1010	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU1011	0	1	1	1	2	0	0	0	0	2	8	0	0	0	0	2	1	1	1	0	2	0	0	1	2	0	0	4	2	0	1	0
OTU1012	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1013	2	3	0	0	1	2	0	2	1	0	1	0	1	1	1	1	1	4	4	2	1	1	1	3	3	0	2	5	3	6	7	3
OTU1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
OTU1015	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1016	2	3	0	0	21	29	13	5	4	59	30	17	50	9	4	6	0	9	2	19	2	1	2	1	8	1	4	8	24	4	2	3
OTU1017	0	0	2	0	0	0	0	1	2	1	0	1	0	0	2	1	3	7	1	5	1	1	1	1	1	1	1	8	3	4	1	2
OTU1018	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	1	1	0	1	0	1	3	2	0	0	0
OTU1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU102	0	0	3	41	6	1	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1020	1	10	5	11	20	19	10	13	8	4	1	3	3	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1021	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1022	0	0	0	0	3	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1
OTU1024	0	0	0	0	50	60	24	45	37	34	50	57	38	8	2	0	4	2	22	49	6	2	5	6	43	1	2	10	0	1	4	0
OTU1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1027	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1028	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
OTU103	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	1	4	0	2	11	1	2	0	3	1
OTU1030	0	0	0	0	0	2	0	0	0	0	0	0	0	0	37	58	8	4	4	0	1	0	0	0	0	0	1	0	1	0	0	0
OTU1031	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0
OTU1033	0	1	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU1034	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU1035	1	2	6	3	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU1037	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU1039	11	10	9	8	4	3	2	3	4	4	0	3	0	1	4	2	0	6	3	2	2	0	1	6	5	8	11	15	11	15	22	12
OTU104	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	657	0	0	0	2	6	0	0	0	0	0	0	0	0	0
OTU1044	39	31	41	78	37	31	30	60	56	33	64	30	45	43	29	41	18	66	24	20	23	59	33	32	11	22	29	21	35	108	41	86
OTU1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1048	0	0	7	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU1050	0	0	0	1	12	15	9	51	40	69	9	17	59	9	67	11	41	17	46	21	14	0	86	79	80	114	126	57	97	77	149	134
OTU1052	1	4	0	4	11	18	7	11	9	8	3	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	2	1	0	5	2	0
OTU1053	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0
OTU1054	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	3
OTU1055	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0
OTU1056	6	7	7	4	1	0	0	3	2	2	5	6	1	10	1	0	2	2	0	0	2	0	0	0	2	1	2	3	1	1	0	0
OTU1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1058	219	175	147	177	189	264	237	283	212	209	334	239	490	412	333	291	137	289	208	210	324	896	176	366	224	160	228	93	135	266	338	408
OTU106	0	0	0	2	0	0	0	3	0	1	3	9	10	0	3	0	1	1	0	1	1	1	0	0	1	0	0	0	0	2	1	7
OTU1060	0	0	0	0	2	1	0	1	1	1	2	1	9	1	7	2	0	0	2	1	5	0	0	0	2	1	2	1	1	4	5	5
OTU1061	0	3	0	0	0	0	0	3	0	0	0	0	7	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0
OTU1062	3	2	4	6	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1063	2	3	0	2	5	1	6	3	4	3	6	1	7	5	1	5	4	6	9	3	5	20	3	3	5	2	0	2	3	2	1	0
OTU1065	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU1066	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU1068	3	0	3	2	1	2	0	23	4	1	94	1	20	20	5	8	2	14	36	59	16	20	0	0	10	10	0	0	10	1	4	1
OTU1069	125	197	201	358	289	179	323	257	267	182	397	303	283	325	268	326	193	278	154	190	281	252	192	200	198	142	234	65	106	253	306	342
OTU107	6	1	0	0	0	5	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU1070	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	2	0	1	0	0	0	0	0	0
OTU1071	181	69	90	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU1072	0	0	0	0	0	6	3	2	2	0	0	0	0	0	13	0	0	0	0	0	0	0	2	4	0	3	0	4	3	4	1	3
OTU1073	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	1	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0
OTU1074	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU1075	0	2	12	33	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1076	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU1077	1	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU1078	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU1079	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU108	41	20	11	17	152	56	70	118	42	82	63	183	165	101	308	55	158	266	237	188	369	27	100	149	157	68	142	87	77	16	0	0
OTU1080	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	0
OTU1081	4	4	5	11	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	5	0	0
OTU1082	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU1083	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	4	1	0	3	0	0
OTU1085	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1086	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	26	0	1	2	1	0	0	2	3	0	0	0	0	0	9	9	2
OTU1087	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU1088	3	4	0	23	1	0	83	0	0	0	0	0	3	2	1	1	0	0	0	1	7	0	3	0	2	1	1	0	0	0	1	0
OTU1089	0	1	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU109	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	1	0
OTU1092	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1093	4	16	5	88	13	14	46	6	38	6	36	18	6	5	13	29	12	7	33	14	21	0	52	46	17	10	22	24	14	13	6	6
OTU1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU1095	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0
OTU1096	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1098	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1099	0	0	0	3	4	0	0	3	15	0	5	2	1	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU110	233	159	142	139	88	96	108	193	113	107	190	161	254	168	202	163	81	147	97	115	170	397	77	97	85	102	109	105	69	130	145	179
OTU1100	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	2	0	1	0	0	1	0	0	0	0	1	0	4	3	0	1	1
OTU1101	26	12	24	2	3	10	4	1	2	2	5	5	2	1	0	2	1	0	0	0	2	93	2	2	5	2	4	6	2	5	6	6
OTU1102	6	4	5	8	12	25	12	10	5	11	16	13	11	13	6	7	2	11	2	11	9	2	11	10	8	6	11	17	7	13	10	10
OTU1103	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1104	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	2	2	0	0	1	0	0	0	1	0	0	0	0	0
OTU1105	0	0	0	0	1	7	1	1	4	16	0	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1106	0	0	0	0	0	0	0	2	0	7	23	107	20	22	3	0	3	0	12	6	5	1	0	0	0	0	0	0	9	7	9	10
OTU1107	0	0	0	0	9	6	6	7	3	0	2	11	23	18	43	7	3	5	29	2	1	1	7	2	8	26	10	4	2	1	1	0
OTU1108	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
OTU1109	5	4	24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU111	0	0	0	0	0	2	3	0	1	4	1	1	0	1	0	2	1	1	0	0	0	0	5	0	5	0	1	4	2	12	7	3
OTU1111	0	1	1	2	0	0	1	3	2	0	3	4	5	3	0	3	2	1	2	3	9	4	2	3	2	0	3	0	0	1	2	1
OTU1113	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU1114	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1115	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
OTU1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1117	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1118	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1119	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	0	0	0	0	0
OTU1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
OTU1122	4	3	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OTU1123	34	35	35	33	36	17	32	13	21	52	41	33	42	39	59	64	37	13	9	11	25	3	44	32	42	59	105	62	59	100	30	57
OTU1125	0	0	0	1	2	0	14	0	5	8	24	17	19	38	23	29	11	16	10	9	9	14	20	27	44	14	29	5	1	6	4	3
OTU1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	2	11	1	0	4	3	0
OTU1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1130	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OTU1131	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1
OTU1132	0	0	0	0	0	0	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1133	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	3	4	7	3	1	0	1	1	1	1	1	0	0	0	2
OTU1135	13	21	47	37	19	7	35	13	46	22	25	37	25	24	20	42	22	34	22	5	66	1	60	18	69	181	138	54	35	96	27	17
OTU1136	1	0	0	0	0	3	3	0	1	11	4	0	2	4	0	7	9	0	1	5	5	1	4	42	18	23	2	0	11	82	0	4
OTU1137	2	1	2	6	4	1	0	2	5	4	4	1	1	0	0	0	0	0	0	0	0	0	1	2	0	0	1	3	0	0	0	0
OTU1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU1140	17	18	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1141	0	0	1	4	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1142	0	1	0	0	0	0	1	1	0	0	0	2	0	3	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1143	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
OTU1145	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1147	0	4	20	26	3	2	4	3	5	0	0	2	2	1	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	3	2	0
OTU1148	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1
OTU1149	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU115	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU1150	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0	0	0
OTU1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
OTU1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
OTU1153	0	3	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1154	0	0	0	0	8	6	13	10	6	5	17	18	17	31	6	3	16	14	4	18	16	3	8	3	14	2	7	9	16	14	11	5
OTU1156	1	2	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1
OTU1157	4	4	10	1	0	1	5	0	2	5	0	0	1	1	0	4	4	0	1	0	0	0	2	34	2	6	4	3	3	54	0	0
OTU1158	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	2	0	0	1	0	0	0	0	0	0	0	0
OTU1159	0	0	2	8	2	6	12	3	11	4	6	10	1	27	1	5	6	0	1	0	0	0	2	0	4	0	0	0	0	0	0	1
OTU116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
OTU1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	0	1	0	0	0	0
OTU1162	1	1	0	2	4	3	3	4	1	1	4	1	11	5	2	0	5	2	5	6	7	1	13	6	7	10	8	7	3	7	23	16
OTU1163	0	0	0	0	0	1	0	0	1	0	1	0	0	0	2	1	3	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU1164	21	36	33	33	12	40	39	30	44	32	26	47	57	48	12	19	14	42	18	13	30	54	8	18	12	20	20	12	14	30	31	32
OTU1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	1	0	0	0	1	6
OTU1166	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0
OTU1167	0	8	3	10	13	9	26	2	24	4	24	9	9	32	3	3	2	6	3	7	8	1	59	44	12	3	0	0	0	0	0	0
OTU117	0	0	0	0	1	0	0	0	0	2	0	1	3	2	1	1	0	2	2	2	0	3	3	0	2	0	0	0	0	3	0	0
OTU1170	0	1	1	5	0	1	0	1	3	0	0	1	0	0	3	0	1	0	0	1	3	0	4	0	0	1	0	0	1	0	2	1
OTU1171	150	176	235	114	25	21	11	4	5	22	39	27	16	14	7	26	25	27	13	9	18	14	21	58	43	33	69	88	105	130	105	88
OTU1172	3	5	8	11	9	15	3	9	2	6	6	4	2	0	0	1	0	1	0	1	0	0	0	14	5	4	4	8	8	5	4	1
OTU1173	0	0	0	0	8	9	15	0	8	1	0	0	0	0	17	19	0	0	0	0	0	0	3	0	3	6	0	0	0	0	0	0
OTU1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	1	1	0	0	0	0
OTU1178	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1179	0	2	1	4	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1180	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	2	0	3	0	0	0	0	0	0	1	0	0	0	0	1
OTU1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU1182	0	0	0	0	0	1	0	1	0	5	24	4	9	0	5	4	0	1	0	0	3	0	2	0	0	0	1	0	0	0	0	1
OTU1183	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1184	4	1	2	0	0	5	3	0	0	2	3	2	3	3	5	1	0	1	0	0	0	0	2	1	0	7	4	3	5	4	0	2
OTU1185	2	5	12	10	4	3	1	0	3	0	1	0	0	23	15	6	2	20	17	3	22	11	0	2	2	0	0	0	0	3	7	3
OTU1186	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU1187	0	1	0	2	5	2	3	1	6	0	6	4	5	4	1	0	1	0	0	0	0	0	9	1	8	1	0	2	1	0	8	3
OTU1189	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	2	0	0	2	1	2
OTU119	0	0	0	0	2	1	6	3	5	8	0	6	5	1	2	1	3	3	5	7	4	1	5	0	1	38	18	14	30	0	0	0
OTU1190	0	0	1	5	3	22	8	3	3	1	6	5	1	0	0	13	3	5	3	4	2	3	6	2	5	1	5	0	0	6	11	24
OTU1191	0	0	0	1	0	0	5	0	2	1	4	0	0	2	0	0	6	0	0	0	0	0	0	0	2	5	0	3	0	0	0	0
OTU1192	1	0	3	4	1	1	3	2	2	3	2	1	3	2	1	2	1	2	1	1	4	4	0	5	0	1	1	2	2	1	1	2
OTU1193	0	0	0	0	1	3	0	2	2	4	0	3	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU1194	0	3	9	77	29	35	60	41	183	0	41	53	5	44	5	4	0	4	2	5	5	0	0	0	0	0	0	13	0	2	0	3
OTU1195	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
OTU1197	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
OTU1198	1	0	2	1	2	1	3	3	2	3	6	3	2	5	4	1	0	0	0	3	4	1	3	7	5	1	3	3	5	8	7	5
OTU1199	0	0	0	3	7	1	0	1	3	5	20	15	26	15	35	12	9	6	49	16	16	2	1	0	3	19	5	55	7	20	2	17
OTU12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	0	0	0	0	0	3	0	0	0	0	0
OTU120	12	0	0	0	2	6	2	0	0	0	0	0	22	0	386	13	25	44	60	42	25	0	31	109	69	55	100	53	113	97	24	115
OTU1200	5	3	6	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
OTU1201	1	0	3	0	0	2	3	0	0	1	0	1	3	2	0	1	1	0	0	0	0	2	1	1	0	1	0	0	0	6	0	0
OTU1202	1	3	8	2	1	0	5	0	8	8	2	1	0	6	2	0	5	0	5	0	0	0	2	9	6	0	2	8	2	10	0	0
OTU1203	0	0	2	0	0	2	0	0	0	0	0	0	1	0	1	2	1	0	1	0	0	0	0	15	2	4	1	0	0	1	0	1
OTU1205	0	0	0	0	10	6	3	3	23	12	1	4	1	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU1206	0	0	1	0	0	0	0	0	1	4	0	2	3	4	2	2	0	0	0	0	0	0	0	1	6	2	2	1	3	3	6	0
OTU1207	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1208	4	8	2	10	2	2	8	0	0	1	25	7	4	0	2	0	4	8	1	8	21	3	17	1	6	16	16	7	7	4	3	11
OTU1209	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	2	0	1	0	0	0	1	0	0	0
OTU121	0	0	0	2	0	1	0	0	0	0	0	0	0	0	5	3	3	0	3	3	16	0	0	0	0	0	0	0	0	0	0	1
OTU1210	0	0	0	0	0	4	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	15	0	23	6	1
