	S0701	S0702	S0703	S0704	S0705	S0706	S0707	S0708	S0709	S0710	S0711	S0712	S0713	S0714	S0715	S0716	S0717	S0718	S0719	S0720	S0721	S0722	S0723	S0724	S0725	S0726	S0727	S0728	S0729	S0730	S0731	S0732
OTU2261	25	60	36	64	28	37	8	1	4	7	23	11	11	10	8	6	7	12	2	4	14	20	12	6	31	9	8	10	22	7	8	3
OTU2262	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2263	0	0	0	0	2	5	0	16	5	17	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2264	0	0	0	0	1	8	2	2	4	0	6	7	1	0	3	12	3	1	3	0	13	0	3	0	15	5	4	3	0	0	3	8
OTU2267	1	0	0	0	5	0	0	0	2	8	2	1	5	1	4	0	1	8	0	3	0	0	4	1	0	2	2	1	0	1	1	2
OTU2268	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU227	1	7	6	3	0	0	0	0	0	2	3	3	1	0	1	0	0	0	1	0	1	0	3	0	6	0	4	2	0	2	1	1
OTU2270	0	0	0	0	0	0	0	0	0	2	0	3	0	2	0	4	0	0	0	0	0	0	0	7	0	0	0	1	0	1	0	0
OTU2271	3	7	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2272	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU2274	2	0	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	2	6	1	1	0	0
OTU2275	0	0	0	1	2	3	1	4	3	0	1	1	0	2	0	1	0	3	1	0	2	2	2	5	12	4	6	17	6	5	1	3
OTU2276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
OTU2277	0	0	0	0	0	0	0	0	0	0	8	2	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU2278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU2279	1	3	0	4	0	0	0	0	1	0	0	0	0	2	5	0	4	0	0	0	0	0	0	2	4	0	0	1	0	0	0	0
OTU228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU2280	3	12	6	19	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU2281	1	1	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	1	0	1
OTU2282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU2283	0	2	3	2	9	3	2	13	4	1	6	5	2	8	5	0	2	1	6	1	3	5	6	3	2	3	7	11	1	30	20	10
OTU2284	9	2	8	2	2	2	2	0	3	2	11	4	2	2	0	1	0	4	0	0	1	1	2	1	2	4	7	1	2	2	2	2
OTU2285	0	0	1	0	0	0	2	0	2	1	4	0	2	0	2	1	6	4	0	12	4	0	3	6	0	0	0	1	0	0	0	0
OTU2287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU2288	4	10	9	0	0	5	30	0	0	10	9	0	1	9	0	10	3	2	4	7	2	0	7	144	17	13	4	1	11	22	0	7
OTU2289	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	3	0
OTU2290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
OTU2292	0	0	0	5	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5
OTU2294	0	0	0	0	0	23	0	1	0	0	0	0	1	1	6	2	0	2	13	4	2	0	0	0	0	0	0	0	0	0	0	0
OTU2297	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0
OTU2298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2299	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	5	3	0	1	3	0	0	0	0
OTU230	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2300	0	0	1	0	0	0	0	0	0	1384	14	3	7	1	0	3	2174	0	0	0	0	0	1	4	3	0	3	1	3	0	1	1
OTU2301	30	18	28	14	2	2	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	25	0	3	0	0	1	2	1	2	1	2
OTU2302	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2303	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU2304	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2305	0	0	0	0	0	0	1	0	1	0	0	2	2	2	1	0	0	0	0	1	1	0	0	1	0	0	0	3	1	1	0	2
OTU2306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
OTU2308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU2309	0	0	0	0	2	3	0	4	3	0	1	2	2	8	3	2	14	2	0	2	10	0	2	0	4	0	4	2	0	0	1	0
OTU231	0	2	11	68	0	0	0	0	0	0	7	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU2310	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0
OTU2311	0	0	0	1	4	7	11	17	7	2	10	3	18	5	0	0	0	0	0	0	2	0	2	16	0	1	9	4	1	0	0	1
OTU2312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2313	15	9	5	1	12	12	3	8	7	19	5	7	14	14	8	2	1	7	14	5	7	1	8	4	17	4	3	2	6	19	18	8
OTU2315	0	0	0	0	1	2	0	0	3	0	0	0	0	0	0	0	1	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU2316	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2317	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU2318	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2319	2	1	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2320	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU2321	2	0	0	0	3	0	1	1	1	0	0	0	2	1	0	3	0	0	0	3	0	2	0	0	1	2	0	1	0	0	2	3
OTU2322	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2323	22	23	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2324	6	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	1	2	1	1	2	1	1	0	0
OTU2325	0	0	0	2	0	0	1	0	1	0	1	0	0	0	8	13	4	19	2	2	1	0	1	0	0	1	0	0	0	0	1	1
OTU2326	45	37	41	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	3	11	0	0	0	0
OTU2327	0	0	1	0	0	0	0	0	0	0	8	0	5	0	0	0	1	0	0	0	0	0	0	1	5	0	3	0	0	0	0	0
OTU233	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2330	2	4	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU2331	28	25	49	41	43	62	95	83	81	76	91	96	150	82	153	114	60	97	141	137	138	117	66	97	105	36	83	37	47	157	140	143
OTU2332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	7	6	1	8	0	7
OTU2333	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2334	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU2335	0	0	0	0	0	7	9	8	0	0	0	0	0	0	0	0	0	1	2	0	6	0	0	0	0	8	0	1	0	2	7	0
OTU2336	0	0	4	0	0	3	43	0	0	0	37	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2337	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2338	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU234	0	0	0	0	1	0	2	1	0	5	5	1	5	17	15	9	9	8	3	26	27	5	1	0	3	5	16	6	9	46	70	78
OTU235	224	273	240	255	471	318	396	252	308	345	190	309	141	215	146	344	853	645	663	1101	1005	401	1918	685	1034	772	618	921	421	111	154	141
OTU236	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
OTU237	437	117	213	50	8	15	2	8	2	5	3	5	3	6	5	3	3	4	8	8	2	207	7	3	5	8	12	37	31	10	13	10
OTU238	0	0	1	0	0	0	0	45	0	3	0	0	0	0	0	0	16	0	9	2	1	1	0	0	0	0	1	0	0	1	15	0
OTU239	2	1	3	0	2	3	0	4	10	9	6	1	1	2	0	2	1	1	4	0	1	2	0	0	2	3	2	1	4	0	0	1
OTU24	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	5	5	2	0	1	1	0	0	0	3	0	1	3	3
OTU240	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU241	1	0	0	2	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU242	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU243	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU244	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15	5	0	0	10	4	84	0	5	0	0	0	0	0
OTU246	0	1	1	1	1	4	0	1	0	0	4	8	1	1	1	1	3	0	0	5	8	0	1	0	8	1	2	9	0	1	5	3
OTU247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0
OTU248	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	9	1	6	5	0	0	0	3	0	8	1	0	15	2	7	6	54
OTU249	0	2	0	0	0	2	1	2	0	0	0	1	1	2	0	0	3	2	1	0	0	0	2	0	3	0	1	2	1	0	0	1
OTU250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU251	0	10	0	0	1	0	0	1	0	0	2	18	5	0	1	1	0	2	2	0	0	0	2	0	1	5	0	3	0	0	0	0
OTU252	2	10	3	0	0	0	1	0	0	3	0	0	2	0	0	3	1	0	0	0	1	0	5	12	5	4	0	0	2	6	0	0
OTU253	2	0	4	7	2	1	0	2	1	7	8	0	5	0	1	1	6	0	2	0	0	2	2	2	1	1	2	0	3	2	7	5
OTU254	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU255	0	1	2	2	11	1	3	8	10	7	3	1	3	23	8	13	26	13	18	27	62	3	8	4	16	3	10	8	10	11	2	1
OTU256	0	3	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0
OTU257	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	5	0	0	0	0	1	0	0	1	0
OTU258	0	0	1	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU26	0	0	0	0	3	6	0	2	0	2	6	1	0	5	4	12	10	0	0	0	6	0	0	0	2	5	0	2	0	0	0	0
OTU260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
OTU261	94	131	37	14	2	10	10	42	21	18	5	24	22	10	11	7	17	12	0	10	2	0	14	3	7	3	12	13	36	8	6	12
OTU262	0	1	1	3	16	16	14	5	11	5	2	4	0	45	8	0	18	4	0	3	19	5	2	0	19	6	4	0	0	1	0	0
OTU263	4	6	5	16	2	14	7	8	12	10	8	2	13	16	24	12	5	5	5	7	12	15	5	9	1	6	2	0	9	16	13	19
OTU264	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU265	4	2	1	5	1	3	0	1	0	2	0	1	0	0	1	3	2	0	2	0	2	0	2	4	1	2	7	5	8	8	23	8
OTU266	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU267	3	2	1	0	1	0	1	0	1	1	3	0	0	0	1	0	2	0	1	1	4	0	0	3	2	1	2	0	0	0	0	1
OTU269	0	0	0	0	9	0	9	40	7	3	29	6	19	50	20	165	27	0	12	3	1	0	25	2	0	0	1	26	24	57	194	1306
OTU27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	1	1	0
OTU270	3	1	0	0	0	0	2	0	0	0	2	0	4	3	2	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2
OTU271	0	0	0	0	0	0	0	1	0	0	2	2	2	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU274	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU275	1	1	13	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU278	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	4	0	2	0	0	7	0	0	0	0	2	0	0	0	0	0	0
OTU279	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU280	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU281	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU283	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	1	0	0	0	0	0	0	0
OTU284	0	0	0	1	0	0	1	2	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU285	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU286	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU288	40	33	7	6	18	13	9	7	17	14	67	36	14	25	11	23	12	31	48	21	26	4	30	19	48	24	39	22	17	17	8	10
OTU289	0	7	3	48	86	57	33	21	75	10	0	0	0	1	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU29	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	1	2	2	1	0	0	0	0	0	0	0	0	1	0
OTU290	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1
OTU291	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU292	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	5	0	0	0
OTU294	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU295	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0
OTU296	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU297	0	0	12	1	1	6	4	18	2	1	18	1	1	0	13	0	0	0	0	4	0	2	0	0	0	2	1	0	1	2	0	0
OTU298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU299	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	3	1	0	0	3	2	0	0	0	0	0	0	0	2
OTU3	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	14	0	0	0	0
OTU30	3	1	2	0	1	1	5	5	12	13	9	5	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU300	8	10	10	3	1	0	1	2	0	1	2	2	0	1	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	2
OTU302	0	0	0	0	0	0	1	1	0	0	5	1	0	6	1	1	0	0	0	0	4	8	0	0	0	1	0	0	0	3	0	1
OTU303	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU305	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU306	1	7	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	31	0	5	0	0	0	0	0
OTU308	1	0	0	0	5	0	0	1	0	0	0	0	0	0	17	3	16	14	2	12	8	0	0	2	0	0	0	2	0	1	0	1
OTU309	4	3	8	16	4	7	5	8	8	1	3	2	0	5	3	0	1	2	0	0	0	0	0	0	0	1	0	0	1	1	0	2
OTU31	0	0	3	4	52	22	994	49	132	71	39	68	14	76	11	21	46	28	5	30	20	5	4	28	0	0	0	8	12	32	7	10
OTU310	1	1	7	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	11	0	0
OTU311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU312	0	1	0	3	2	1	0	3	2	0	3	5	2	2	1	0	3	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
OTU314	2	1	0	0	11	13	6	17	1	1	0	0	1	2	3	0	0	3	0	0	0	1	3	0	2	3	0	5	1	1	4	8
OTU315	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	4	1	10	5	2	0	0
OTU316	51	40	25	25	47	30	69	45	41	66	68	53	105	78	97	74	40	70	41	37	68	51	43	46	48	34	50	22	35	77	66	112
OTU317	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU318	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0
OTU319	0	0	0	1	0	0	0	0	1	0	1	0	7	0	5	584	0	0	0	7	0	0	1	0	1	0	0	13	32	3	84	0
OTU32	1	1	0	0	0	0	0	0	0	4	0	0	1	1	0	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU320	1	1	1	0	6	1	1	1	5	9	3	9	4	13	2	6	3	1	6	2	2	3	1	1	3	2	10	3	4	4	2	4
OTU321	94	83	51	54	59	65	79	78	54	65	104	91	202	147	111	123	61	90	79	75	134	77	76	110	76	47	89	34	65	106	132	140
OTU322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU323	5	15	5	25	58	40	61	22	45	30	51	23	30	58	45	55	33	58	40	20	82	69	41	43	69	27	69	17	18	92	37	34
OTU324	6	5	14	3	2	1	0	2	0	0	0	1	1	0	0	0	0	1	8	2	0	14	0	0	0	1	2	3	7	5	2	2
OTU325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1
OTU326	0	1	0	297	0	4	1	4	7	9	7	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
OTU328	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU329	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU331	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
OTU332	0	5	0	0	0	0	0	0	0	1	3	7	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
OTU333	0	3	1	0	1	0	2	0	0	8	19	1	1	1	0	1	2	0	1	3	0	0	0	0	3	1	1	2	0	0	0	1
OTU334	41	14	6	10	3	2	16	10	14	12	23	19	40	16	25	19	18	37	10	6	15	9	5	25	24	16	8	14	11	18	21	37
OTU335	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	4	2
OTU336	0	0	0	0	0	0	0	0	1	1	2	2	1	1	3	0	2	3	3	0	4	0	9	17	4	9	12	9	6	2	5	1
OTU337	3	4	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	2	2	0	3	1	1	2	1	7	2	0	0	0
OTU338	0	0	0	0	1	0	1	1	1	0	7	5	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU34	13	18	10	20	1	5	0	3	0	0	1	0	0	0	6	2	1	0	1	1	0	0	2	1	5	3	5	6	1	9	3	6
OTU340	0	0	0	0	6	6	0	3	1	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU341	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU342	1	1	10	0	0	2	1	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	3	1	0	0	0	0	0	2	0	1
OTU343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0	0	0	0	5	0	0
OTU344	38	10	16	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU345	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU346	2	0	4	0	10	31	3	6	8	12	21	26	10	13	13	21	18	18	31	34	19	2	36	9	12	53	36	39	107	16	21	18
OTU347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU348	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU349	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	22	5	0	0	0	0	0	0	0	0	0	0	0	0
OTU351	0	0	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	2	0	1	0	0
OTU353	1	0	0	0	1	0	1	1	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU354	0	0	1	0	0	1	0	0	0	0	0	0	2	0	3	0	17	19	8	0	0	0	0	0	0	348	0	4	0	0	0	0
OTU355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
OTU357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	3	0	5	0	0	0	0	0	0	0
OTU358	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU359	5	7	7	2	0	0	0	1	0	0	1	3	3	2	1	2	1	3	1	4	3	2	7	41	6	18	28	37	6	2	4	3
OTU36	1	0	4	3	2	6	2	6	4	3	3	7	11	1	9	6	2	7	6	8	7	10	4	13	4	1	8	2	1	5	7	4
OTU360	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	16	0	0	0	0	0	0	0	0
OTU361	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
OTU364	0	0	1	2	0	0	1	4	0	0	0	3	1	1	1	1	0	3	3	3	0	2	0	3	0	0	1	0	0	0	0	6
OTU365	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
OTU366	1	0	0	0	0	1	1	0	0	1	0	0	2	0	0	0	2	0	2	1	0	0	1	1	2	1	0	0	0	1	0	0
OTU367	0	0	0	1	6	3	6	3	2	0	3	8	1	0	3	0	4	1	1	1	0	0	12	0	1	1	0	0	0	0	0	0
