#OTU	S0701	S0702	S0703	S0705	S0706	S0707	S0708	S0709	S0710	S0711	S0712	S0713	S0714	S0715	S0716	S0718	S0719	S0720	S0721	S0722	S0723	S0724	S0725	S0726	S0727	S0728	S0729	S0730	S0731	S0732
OTU627	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
OTU737	0	0	0	2	1	0	1	2	3	1	0	0	1	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0
OTU764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU1167	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU1164	0	0	0	1	2	5	5	2	0	4	2	0	0	6	2	0	0	0	1	0	4	1	2	3	0	0	0	0	1	3
OTU1402	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	3	0	1
OTU1157	0	1	1	9	9	4	13	4	9	12	11	8	4	33	12	3	1	3	1	1	19	10	18	4	16	2	1	4	2	6
OTU744	0	0	0	2	8	6	5	2	4	6	4	1	0	6	1	1	6	2	2	2	4	6	5	0	2	0	0	5	3	6
OTU745	1	1	3	0	0	0	0	0	0	0	0	1	0	0	3	0	0	2	0	0	0	2	0	2	1	0	4	1	0	2
OTU774	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	1	0	0	0	0	1	1	2	0	1	0	0
OTU1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
OTU1149	0	0	0	0	0	2	0	0	0	0	0	3	2	3	5	1	0	1	0	0	2	2	4	4	13	0	2	0	0	3
OTU1146	0	0	0	3	3	1	7	1	3	10	0	1	0	4	0	0	1	1	0	0	6	11	3	0	1	2	6	10	1	8
OTU1399	0	0	0	1	0	2	1	1	0	4	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
OTU694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	2	1	1	0	1	2	0	0	0	0	0	0
OTU697	0	0	0	1	2	3	3	3	3	1	1	1	0	7	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0
OTU1417	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2
OTU1120	0	0	0	0	1	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0
OTU778	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	4	1	0	5	0	0	0	0	0	0	0	0	0	0	1
OTU828	1	0	0	0	0	0	1	0	0	0	0	0	2	0	13	5	3	5	4	3	2	2	3	1	5	0	1	1	1	1
OTU739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0
OTU1441	0	0	2	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2
OTU1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2
OTU1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OTU789	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
OTU787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0
OTU782	0	0	1	0	0	1	0	3	2	2	0	1	3	3	10	0	3	0	2	0	2	9	10	4	13	5	1	2	0	3
OTU405	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU1137	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
OTU306	0	0	0	1	0	2	0	0	2	8	1	4	2	5	1	1	0	3	0	0	3	1	0	1	3	0	2	0	1	0
OTU668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU207	2	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU201	2	2	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
OTU918	71	95	120	32	113	133	78	96	68	219	89	58	47	131	267	185	197	133	338	46	194	293	179	65	112	115	51	101	3	66
OTU662	40	44	58	17	57	24	10	27	14	8	1	3	10	11	68	7	10	2	8	1	34	86	40	11	14	19	1	8	2	9
OTU1029	18	30	29	23	47	20	12	14	6	2	0	2	2	6	8	1	0	0	2	2	5	12	5	1	2	0	0	0	1	2
OTU1245	315	324	254	174	330	348	288	350	392	356	347	409	237	573	1049	324	284	275	425	165	322	644	459	378	329	335	200	328	13	240
OTU265	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU905	6	7	6	5	20	5	13	15	7	2	2	1	1	2	11	5	5	2	3	1	1	7	3	7	5	4	4	4	1	4
OTU18	273	276	239	52	132	108	44	91	95	143	64	56	33	126	212	63	64	45	173	31	115	343	95	77	170	279	106	104	3	50
OTU635	2	1	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU680	7	9	2	1	22	8	4	11	1	1	0	2	1	1	2	0	1	0	4	0	0	2	0	1	4	2	0	0	0	0
OTU189	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU210	3	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU186	9	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU184	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1262	23	31	37	29	85	88	49	75	114	252	121	129	68	195	233	156	138	100	322	56	126	110	75	48	135	136	50	97	3	21
OTU1067	38	46	44	19	81	48	28	25	73	92	38	39	19	45	69	43	70	43	86	25	64	150	75	39	105	214	54	102	0	55
OTU192	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU197	25	64	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU670	6	6	12	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
OTU1062	123	141	280	10	34	32	16	7	24	33	21	38	31	18	164	20	74	30	62	14	74	143	90	30	50	56	31	67	0	34
OTU676	0	0	2	2	4	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU645	7	9	18	19	63	60	50	41	103	107	52	40	16	58	105	22	21	15	30	5	78	181	50	19	61	41	33	71	1	48
OTU660	40	67	41	9	11	11	8	10	5	0	1	1	1	2	14	2	8	3	6	1	1	2	0	4	3	14	4	6	15	8
OTU1052	4	7	13	1	4	2	0	1	1	1	2	2	0	1	0	0	0	0	0	0	2	1	0	1	1	2	3	6	1	0
OTU585	41	46	101	28	56	84	34	23	110	204	96	110	48	99	114	54	93	46	125	18	79	165	105	54	126	139	92	101	16	56
OTU473	3	5	11	2	7	3	4	4	10	4	5	0	0	4	1	0	1	0	4	0	0	3	2	0	1	8	1	7	0	3
OTU1090	172	171	177	7	37	19	18	20	26	40	8	7	12	23	23	9	11	5	21	3	30	171	38	25	72	97	33	50	3	13
OTU831	14	25	15	4	30	26	18	19	31	33	34	20	18	29	61	20	26	29	38	15	18	80	21	23	41	87	45	47	0	27
OTU1002	10	16	6	5	2	10	6	16	5	3	4	5	9	14	23	7	3	6	5	4	11	12	8	4	6	3	0	0	0	2
OTU998	2	1	1	9	18	10	16	27	27	19	21	18	14	40	61	17	10	4	33	4	19	8	12	6	10	7	14	7	12	17
OTU93	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU98	33	94	141	3	11	12	6	3	1	1	4	5	1	0	11	9	4	7	6	1	3	4	3	0	2	7	3	13	1	3
OTU596	4	17	12	11	11	5	13	14	3	2	0	0	1	1	6	3	2	1	3	0	0	0	0	0	0	0	0	1	1	1
OTU634	8	8	5	21	44	50	24	38	23	22	13	11	4	10	100	3	10	4	9	2	43	89	39	5	11	3	4	16	14	5
OTU253	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU244	17	23	22	0	2	0	3	0	0	2	0	0	1	0	0	1	1	2	2	0	3	21	0	0	5	27	9	24	0	14
OTU1097	2	16	15	2	2	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	12	0	0
OTU761	19	26	35	45	155	123	73	81	84	250	110	135	57	166	243	127	132	110	244	35	196	322	158	60	119	72	64	163	1	113
OTU567	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU230	12	4	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU440	9	27	35	26	10	16	20	13	11	27	9	25	14	17	14	12	3	7	18	1	30	55	34	3	29	7	1	8	0	5
OTU704	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU703	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	14	2	0	0	0	0	0	0	0	0	0	0	1	0
OTU498	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1461	159	282	256	17	23	25	21	10	12	11	10	11	18	21	32	30	3	18	18	5	59	73	62	13	76	33	38	70	9	37
OTU1087	28	22	36	29	24	21	40	8	12	26	32	34	15	52	10	14	6	9	11	5	29	29	35	3	13	0	0	0	1	0
OTU730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU131	33	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU103	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1094	7	13	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	2	0	0	0	0	0
OTU1095	16	27	27	6	4	8	7	1	3	7	4	5	6	5	2	21	5	36	56	7	7	24	21	8	43	18	28	22	4	9
OTU1096	4	3	9	2	1	0	0	0	0	4	0	1	3	1	3	4	2	0	5	0	1	3	3	2	13	0	2	2	0	0
OTU117	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU695	2	3	4	0	0	0	0	0	0	0	0	1	2	1	3	1	2	2	1	0	1	1	1	0	1	0	1	2	0	1
OTU769	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU578	28	50	70	2	1	2	3	1	0	0	1	3	1	1	0	0	3	1	4	0	0	5	4	0	1	0	0	0	0	0
OTU175	29	37	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU148	90	40	112	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU1313	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	6	0
OTU1103	31	59	43	1	2	1	2	1	1	0	0	1	4	0	9	15	8	37	56	5	8	56	17	11	40	11	17	11	2	6
OTU799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU1129	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU87	11	52	66	1	1	2	2	0	0	0	0	0	1	0	3	1	0	1	0	0	0	7	1	0	0	0	0	3	1	1
OTU300	3	13	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	1	2
OTU304	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OTU530	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU185	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1
OTU40	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU38	46	58	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	2	3	19	0	0
OTU334	4	26	26	8	3	5	12	8	2	5	3	3	1	6	10	2	2	1	11	0	12	38	12	0	7	0	4	3	3	2
OTU517	47	51	53	20	16	23	34	6	9	23	13	20	31	12	30	38	15	59	79	8	20	54	109	10	43	17	34	20	5	6
OTU1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	7	3	0	5	0	0	2	2	3
OTU299	2	13	22	2	13	1	3	0	0	0	0	0	1	0	8	2	0	2	3	0	2	8	2	1	1	1	0	4	0	3
OTU278	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU927	0	0	0	5	0	3	9	4	5	13	17	9	14	11	15	27	9	22	14	11	6	13	5	5	16	3	9	11	22	22
OTU119	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1331	0	0	0	1	1	1	6	1	6	3	4	2	5	2	3	3	0	3	1	1	1	2	2	0	0	0	0	0	18	0
OTU1083	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU211	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU937	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	6	0
OTU1212	12	13	17	15	12	36	28	22	15	32	45	37	21	33	30	17	19	37	39	15	29	59	31	24	46	20	29	47	18	40
OTU194	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
OTU924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	11	0
OTU986	0	0	0	1	0	0	3	0	2	0	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU285	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU982	5	9	8	8	1	1	9	4	2	0	1	2	2	1	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU196	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU479	30	32	29	38	26	56	28	38	44	119	56	68	50	195	110	47	79	42	57	12	17	23	6	8	18	2	3	8	2	17
OTU442	4	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU1228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU206	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
OTU226	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU931	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	3	10	4	13	20	1	3
OTU46	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU264	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1101	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	6	7	7	14	12	6	2	4
OTU1064	0	0	2	13	4	10	5	8	9	2	4	2	0	1	6	1	0	0	2	0	23	6	5	17	21	23	19	2	31	3
OTU715	1	4	3	0	0	0	1	2	1	9	4	7	0	6	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0
OTU61	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU961	14	28	23	26	55	81	41	58	45	68	63	65	26	73	114	54	61	48	65	20	72	86	38	6	18	0	2	36	15	37
OTU1085	0	0	0	0	2	2	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
OTU983	1	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	8	4	2	5	17	7	16	10	5
OTU1450	0	0	1	5	17	9	3	6	9	7	7	1	13	8	105	3	11	1	9	1	10	95	15	5	13	12	1	16	13	19
OTU99	5	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU346	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU90	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
